ID,class
12798,85
12799,34
12800,3
12801,3
12802,54
12803,36
12804,59
12805,19
12806,62
12807,3
12808,89
12809,20
12810,6
12811,45
12812,71
12813,98
12814,19
12815,12
12816,27
12817,71
12818,93
12819,93
12820,16
12821,45
12822,70
12823,23
12824,44
12825,16
12826,19
12827,91
12828,62
12829,42
12830,77
12831,71
12832,56
12833,93
12834,82
12835,23
12836,12
12837,3
12838,35
12839,15
12840,91
12841,59
12842,35
12843,23
12844,4
12845,53
12846,54
12847,36
12848,5
12849,27
12850,67
12851,19
12852,54
12853,98
12854,54
12855,21
12856,12
12857,31
12858,74
12859,98
12860,48
12861,64
12862,74
12863,54
12864,57
12865,45
12866,80
12867,44
12868,62
12869,19
12870,60
12871,33
12872,19
12873,35
12874,3
12875,62
12876,53
12877,10
12878,51
12879,78
12880,20
12881,16
12882,3
12883,83
12884,64
12885,81
12886,10
12887,52
12888,3
12889,56
12890,71
12891,26
12892,9
12893,35
12894,74
12895,54
12896,83
12897,44
12898,62
12899,16
12900,12
12901,62
12902,16
12903,29
12904,11
12905,91
12906,64
12907,1
12908,36
12909,91
12910,40
12911,7
12912,21
12913,19
12914,54
12915,56
12916,9
12917,40
12918,62
12919,36
12920,36
12921,5
12922,23
12923,54
12924,7
12925,25
12926,56
12927,11
12928,21
12929,71
12930,19
12931,77
12932,3
12933,8
12934,53
12935,83
12936,28
12937,62
12938,20
12939,19
12940,62
12941,15
12942,1
12943,8
12944,91
12945,64
12946,62
12947,5
12948,42
12949,3
12950,44
12951,20
12952,86
12953,20
12954,62
12955,40
12956,40
12957,8
12958,23
12959,35
12960,82
12961,91
12962,82
12963,56
12964,98
12965,40
12966,81
12967,48
12968,20
12969,14
12970,8
12971,82
12972,98
12973,78
12974,81
12975,25
12976,81
12977,63
12978,53
12979,62
12980,40
12981,8
12982,51
12983,2
12984,20
12985,93
12986,3
12987,98
12988,56
12989,20
12990,83
12991,14
12992,79
12993,62
12994,54
12995,19
12996,62
12997,35
12998,54
12999,35
13000,71
13001,36
13002,71
13003,56
13004,10
13005,81
13006,98
13007,54
13008,20
13009,91
13010,62
13011,5
13012,83
13013,51
13014,20
13015,90
13016,42
13017,74
13018,85
13019,62
13020,57
13021,13
13022,91
13023,56
13024,67
13025,27
13026,84
13027,81
13028,16
13029,39
13030,6
13031,8
13032,56
13033,48
13034,20
13035,45
13036,48
13037,79
13038,54
13039,91
13040,51
13041,54
13042,62
13043,46
13044,51
13045,7
13046,77
13047,37
13048,58
13049,20
13050,42
13051,21
13052,11
13053,65
13054,23
13055,57
13056,62
13057,70
13058,28
13059,6
13060,93
13061,20
13062,79
13063,40
13064,40
13065,56
13066,73
13067,22
13068,31
13069,77
13070,81
13071,71
13072,62
13073,8
13074,58
13075,67
13076,59
13077,36
13078,35
13079,18
13080,67
13081,31
13082,16
13083,81
13084,18
13085,56
13086,74
13087,20
13088,62
13089,53
13090,99
13091,10
13092,91
13093,91
13094,20
13095,11
13096,82
13097,52
13098,15
13099,0
13100,52
13101,5
13102,91
13103,3
13104,8
13105,89
13106,59
13107,32
13108,7
13109,78
13110,16
13111,62
13112,3
13113,82
13114,62
13115,5
13116,6
13117,40
13118,20
13119,82
13120,45
13121,8
13122,56
13123,20
13124,60
13125,14
13126,81
13127,64
13128,55
13129,55
13130,40
13131,19
13132,52
13133,54
13134,63
13135,59
13136,21
13137,20
13138,6
13139,99
13140,36
13141,51
13142,19
13143,45
13144,98
13145,4
13146,36
13147,8
13148,82
13149,3
13150,56
13151,54
13152,14
13153,51
13154,74
13155,40
13156,74
13157,45
13158,16
13159,16
13160,41
13161,62
13162,0
13163,74
13164,1
13165,70
13166,92
13167,74
13168,18
13169,15
13170,19
13171,55
13172,35
13173,75
13174,82
13175,19
13176,5
13177,57
13178,45
13179,23
13180,11
13181,23
13182,87
13183,2
13184,40
13185,7
13186,54
13187,6
13188,36
13189,54
13190,3
13191,54
13192,75
13193,58
13194,23
13195,66
13196,53
13197,91
13198,19
13199,19
13200,98
13201,54
13202,48
13203,19
13204,16
13205,93
13206,76
13207,93
13208,3
13209,10
13210,98
13211,9
13212,23
13213,55
13214,62
13215,1
13216,1
13217,62
13218,16
13219,27
13220,98
13221,51
13222,45
13223,70
13224,51
13225,15
13226,17
13227,35
13228,64
13229,3
13230,48
13231,57
13232,20
13233,45
13234,82
13235,82
13236,34
13237,20
13238,23
13239,64
13240,74
13241,54
13242,98
13243,32
13244,62
13245,92
13246,19
13247,36
13248,18
13249,54
13250,25
13251,31
13252,51
13253,5
13254,4
13255,3
13256,81
13257,37
13258,48
13259,54
13260,19
13261,64
13262,6
13263,26
13264,98
13265,34
13266,44
13267,34
13268,3
13269,62
13270,82
13271,74
13272,64
13273,61
13274,79
13275,20
13276,53
13277,56
13278,34
13279,21
13280,59
13281,19
13282,93
13283,19
13284,71
13285,91
13286,8
13287,57
13288,20
13289,32
13290,20
13291,6
13292,22
13293,82
13294,16
13295,55
13296,54
13297,20
13298,12
13299,33
13300,51
13301,16
13302,56
13303,62
13304,54
13305,23
13306,61
13307,16
13308,64
13309,19
13310,54
13311,5
13312,16
13313,2
13314,40
13315,45
13316,51
13317,57
13318,3
13319,55
13320,16
13321,90
13322,7
13323,82
13324,97
13325,35
13326,53
13327,83
13328,81
13329,59
13330,62
13331,16
13332,54
13333,67
13334,91
13335,42
13336,33
13337,56
13338,45
13339,16
13340,98
13341,40
13342,57
13343,62
13344,45
13345,56
13346,40
13347,62
13348,51
13349,78
13350,34
13351,82
13352,40
13353,3
13354,16
13355,16
13356,21
13357,82
13358,99
13359,71
13360,56
13361,35
13362,9
13363,3
13364,16
13365,45
13366,57
13367,40
13368,52
13369,45
13370,45
13371,44
13372,62
13373,83
13374,25
13375,75
13376,54
13377,75
13378,18
13379,6
13380,62
13381,40
13382,74
13383,6
13384,2
13385,59
13386,77
13387,16
13388,71
13389,6
13390,87
13391,1
13392,70
13393,20
13394,89
13395,3
13396,65
13397,37
13398,3
13399,79
13400,83
13401,91
13402,14
13403,62
13404,67
13405,35
13406,53
13407,15
13408,23
13409,83
13410,22
13411,62
13412,33
13413,91
13414,16
13415,62
13416,6
13417,44
13418,11
13419,3
13420,56
13421,84
13422,1
13423,19
13424,20
13425,60
13426,18
13427,67
13428,57
13429,12
13430,35
13431,5
13432,3
13433,0
13434,82
13435,91
13436,23
13437,62
13438,40
13439,51
13440,14
13441,12
13442,40
13443,35
13444,64
13445,82
13446,85
13447,3
13448,8
13449,19
13450,21
13451,71
13452,16
13453,51
13454,19
13455,67
13456,91
13457,16
13458,45
13459,78
13460,54
13461,13
13462,99
13463,5
13464,79
13465,27
13466,56
13467,20
13468,54
13469,16
13470,74
13471,82
13472,78
13473,54
13474,74
13475,7
13476,84
13477,81
13478,3
13479,89
13480,6
13481,54
13482,12
13483,19
13484,61
13485,54
13486,11
13487,59
13488,62
13489,5
13490,91
13491,33
13492,53
13493,74
13494,19
13495,82
13496,0
13497,36
13498,90
13499,16
13500,54
13501,91
13502,3
13503,75
13504,20
13505,2
13506,77
13507,20
13508,2
13509,91
13510,38
13511,55
13512,8
13513,40
13514,67
13515,56
13516,8
13517,90
13518,20
13519,8
13520,42
13521,48
13522,16
13523,13
13524,82
13525,19
13526,52
13527,48
13528,81
13529,45
13530,54
13531,54
13532,40
13533,8
13534,54
13535,16
13536,71
13537,21
13538,61
13539,81
13540,43
13541,27
13542,5
13543,89
13544,45
13545,18
13546,56
13547,32
13548,62
13549,16
13550,6
13551,80
13552,75
13553,3
13554,16
13555,61
13556,81
13557,3
13558,89
13559,64
13560,49
13561,62
13562,55
13563,41
13564,6
13565,91
13566,14
13567,86
13568,93
13569,87
13570,35
13571,93
13572,83
13573,5
13574,54
13575,0
13576,40
13577,91
13578,7
13579,80
13580,60
13581,12
13582,35
13583,82
13584,8
13585,91
13586,25
13587,62
13588,23
13589,62
13590,14
13591,48
13592,16
13593,8
13594,23
13595,71
13596,27
13597,64
13598,3
13599,70
13600,59
13601,6
13602,6
13603,74
13604,54
13605,67
13606,3
13607,45
13608,4
13609,42
13610,36
13611,62
13612,20
13613,21
13614,83
13615,9
13616,3
13617,8
13618,57
13619,45
13620,3
13621,42
13622,6
13623,91
13624,15
13625,16
13626,54
13627,64
13628,45
13629,8
13630,54
13631,62
13632,62
13633,98
13634,71
13635,2
13636,10
13637,62
13638,73
13639,6
13640,6
13641,97
13642,86
13643,62
13644,35
13645,75
13646,66
13647,54
13648,2
13649,14
13650,6
13651,93
13652,6
13653,4
13654,9
13655,78
13656,44
13657,25
13658,8
13659,36
13660,59
13661,91
13662,34
13663,54
13664,40
13665,52
13666,90
13667,31
13668,20
13669,56
13670,59
13671,82
13672,74
13673,8
13674,6
13675,8
13676,6
13677,82
13678,63
13679,52
13680,57
13681,8
13682,45
13683,8
13684,62
13685,27
13686,53
13687,56
13688,9
13689,74
13690,93
13691,7
13692,71
13693,64
13694,12
13695,17
13696,6
13697,51
13698,20
13699,54
13700,91
13701,40
13702,14
13703,40
13704,48
13705,67
13706,91
13707,62
13708,98
13709,62
13710,16
13711,67
13712,55
13713,66
13714,9
13715,93
13716,16
13717,6
13718,54
13719,98
13720,16
13721,45
13722,61
13723,20
13724,62
13725,52
13726,40
13727,91
13728,81
13729,75
13730,85
13731,16
13732,35
13733,12
13734,82
13735,48
13736,16
13737,42
13738,20
13739,6
13740,36
13741,33
13742,83
13743,44
13744,20
13745,6
13746,36
13747,6
13748,74
13749,14
13750,31
13751,75
13752,23
13753,23
13754,7
13755,53
13756,12
13757,91
13758,7
13759,74
13760,74
13761,74
13762,57
13763,56
13764,88
13765,16
13766,62
13767,33
13768,89
13769,90
13770,14
13771,39
13772,56
13773,23
13774,8
13775,40
13776,6
13777,7
13778,6
13779,88
13780,74
13781,20
13782,2
13783,23
13784,8
13785,92
13786,20
13787,56
13788,53
13789,40
13790,93
13791,16
13792,62
13793,20
13794,3
13795,88
13796,63
13797,62
13798,23
13799,16
13800,18
13801,7
13802,56
13803,0
13804,92
13805,64
13806,56
13807,58
13808,1
13809,83
13810,12
13811,4
13812,8
13813,1
13814,51
13815,80
13816,98
13817,20
13818,23
13819,38
13820,82
13821,45
13822,56
13823,14
13824,82
13825,36
13826,62
13827,16
13828,54
13829,44
13830,44
13831,53
13832,20
13833,19
13834,25
13835,74
13836,54
13837,27
13838,71
13839,3
13840,83
13841,65
13842,54
13843,16
13844,3
13845,3
13846,54
13847,83
13848,62
13849,94
13850,64
13851,6
13852,3
13853,81
13854,45
13855,16
13856,7
13857,14
13858,16
13859,3
13860,29
13861,59
13862,77
13863,6
13864,91
13865,42
13866,20
13867,82
13868,71
13869,36
13870,94
13871,62
13872,39
13873,14
13874,62
13875,71
13876,81
13877,20
13878,4
13879,26
13880,91
13881,3
13882,71
13883,6
13884,31
13885,71
13886,62
13887,45
13888,19
13889,54
13890,40
13891,8
13892,0
13893,43
13894,34
13895,45
13896,79
13897,54
13898,56
13899,77
13900,83
13901,67
13902,39
13903,56
13904,82
13905,3
13906,79
13907,45
13908,16
13909,52
13910,67
13911,20
13912,39
13913,81
13914,40
13915,53
13916,22
13917,16
13918,19
13919,6
13920,62
13921,60
13922,8
13923,21
13924,13
13925,37
13926,64
13927,54
13928,83
13929,29
13930,62
13931,37
13932,22
13933,67
13934,84
13935,33
13936,86
13937,64
13938,27
13939,54
13940,16
13941,19
13942,54
13943,54
13944,54
13945,35
13946,62
13947,64
13948,71
13949,20
13950,71
13951,23
13952,6
13953,48
13954,2
13955,91
13956,62
13957,57
13958,45
13959,8
13960,91
13961,23
13962,83
13963,56
13964,11
13965,52
13966,23
13967,3
13968,56
13969,8
13970,57
13971,59
13972,16
13973,54
13974,67
13975,6
13976,83
13977,6
13978,0
13979,98
13980,80
13981,16
13982,82
13983,32
13984,19
13985,56
13986,19
13987,80
13988,16
13989,56
13990,56
13991,67
13992,53
13993,98
13994,62
13995,62
13996,8
13997,64
13998,7
13999,79
14000,15
14001,71
14002,52
14003,66
14004,19
14005,89
14006,3
14007,32
14008,64
14009,74
14010,5
14011,51
14012,56
14013,20
14014,99
14015,16
14016,45
14017,23
14018,31
14019,62
14020,34
14021,71
14022,45
14023,1
14024,89
14025,20
14026,26
14027,35
14028,11
14029,62
14030,1
14031,31
14032,7
14033,6
14034,62
14035,26
14036,21
14037,77
14038,82
14039,3
14040,19
14041,13
14042,19
14043,81
14044,41
14045,82
14046,56
14047,3
14048,28
14049,78
14050,53
14051,48
14052,16
14053,6
14054,91
14055,4
14056,7
14057,93
14058,98
14059,57
14060,75
14061,91
14062,53
14063,82
14064,6
14065,15
14066,11
14067,2
14068,20
14069,20
14070,21
14071,3
14072,20
14073,41
14074,64
14075,12
14076,83
14077,16
14078,49
14079,82
14080,82
14081,32
14082,6
14083,64
14084,18
14085,3
14086,93
14087,60
14088,37
14089,3
14090,45
14091,45
14092,20
14093,54
14094,34
14095,91
14096,35
14097,93
14098,3
14099,71
14100,20
14101,3
14102,23
14103,75
14104,20
14105,71
14106,51
14107,3
14108,61
14109,62
14110,31
14111,91
14112,61
14113,48
14114,11
14115,40
14116,64
14117,90
14118,19
14119,81
14120,57
14121,93
14122,80
14123,8
14124,64
14125,16
14126,23
14127,62
14128,57
14129,44
14130,83
14131,82
14132,55
14133,55
14134,53
14135,55
14136,81
14137,62
14138,54
14139,98
14140,14
14141,41
14142,94
14143,6
14144,5
14145,23
14146,1
14147,21
14148,3
14149,62
14150,48
14151,16
14152,51
14153,62
14154,82
14155,20
14156,35
14157,11
14158,19
14159,39
14160,91
14161,19
14162,4
14163,82
14164,20
14165,71
14166,62
14167,7
14168,16
14169,0
14170,91
14171,55
14172,75
14173,16
14174,56
14175,62
14176,20
14177,16
14178,6
14179,74
14180,86
14181,64
14182,83
14183,20
14184,57
14185,0
14186,16
14187,45
14188,56
14189,51
14190,14
14191,3
14192,59
14193,15
14194,26
14195,82
14196,56
14197,82
14198,98
14199,41
14200,3
14201,59
14202,61
14203,3
14204,19
14205,44
14206,27
14207,15
14208,63
14209,35
14210,31
14211,51
14212,62
14213,25
14214,20
14215,67
14216,65
14217,3
14218,20
14219,85
14220,53
14221,36
14222,88
14223,1
14224,91
14225,54
14226,35
14227,20
14228,60
14229,17
14230,75
14231,3
14232,67
14233,40
14234,48
14235,93
14236,7
14237,20
14238,91
14239,39
14240,54
14241,33
14242,23
14243,31
14244,97
14245,40
14246,71
14247,11
14248,5
14249,64
14250,36
14251,23
14252,59
14253,98
14254,23
14255,32
14256,6
14257,1
14258,74
14259,20
14260,18
14261,48
14262,54
14263,7
14264,27
14265,54
14266,56
14267,3
14268,3
14269,40
14270,36
14271,70
14272,16
14273,36
14274,12
14275,96
14276,3
14277,98
14278,80
14279,3
14280,40
14281,61
14282,91
14283,7
14284,52
14285,37
14286,28
14287,27
14288,42
14289,91
14290,91
14291,93
14292,66
14293,13
14294,82
14295,82
14296,62
14297,14
14298,2
14299,27
14300,91
14301,41
14302,62
14303,62
14304,15
14305,20
14306,16
14307,92
14308,91
14309,31
14310,7
14311,98
14312,16
14313,8
14314,82
14315,62
14316,36
14317,20
14318,16
14319,22
14320,51
14321,91
14322,54
14323,79
14324,75
14325,3
14326,38
14327,51
14328,16
14329,14
14330,31
14331,64
14332,18
14333,19
14334,11
14335,71
14336,69
14337,11
14338,40
14339,82
14340,54
14341,64
14342,62
14343,82
14344,48
14345,54
14346,74
14347,20
14348,90
14349,4
14350,91
14351,31
14352,20
14353,12
14354,82
14355,56
14356,82
14357,62
14358,16
14359,22
14360,19
14361,19
14362,16
14363,71
14364,39
14365,54
14366,64
14367,57
14368,62
14369,32
14370,42
14371,19
14372,70
14373,20
14374,48
14375,6
14376,71
14377,56
14378,78
14379,81
14380,8
14381,93
14382,5
14383,81
14384,4
14385,71
14386,16
14387,78
14388,3
14389,45
14390,23
14391,5
14392,84
14393,23
14394,83
14395,86
14396,88
14397,56
14398,3
14399,20
14400,82
14401,20
14402,4
14403,16
14404,83
14405,64
14406,67
14407,0
14408,81
14409,64
14410,56
14411,48
14412,23
14413,5
14414,77
14415,91
14416,34
14417,91
14418,33
14419,8
14420,25
14421,44
14422,16
14423,54
14424,3
14425,98
14426,78
14427,67
14428,79
14429,98
14430,78
14431,54
14432,64
14433,10
14434,62
14435,40
14436,91
14437,35
14438,33
14439,23
14440,16
14441,11
14442,6
14443,18
14444,75
14445,40
14446,91
14447,18
14448,23
14449,13
14450,19
14451,19
14452,53
14453,92
14454,15
14455,15
14456,77
14457,40
14458,62
14459,53
14460,16
14461,34
14462,56
14463,15
14464,91
14465,29
14466,6
14467,7
14468,44
14469,6
14470,3
14471,12
14472,54
14473,8
14474,98
14475,13
14476,31
14477,4
14478,6
14479,16
14480,40
14481,51
14482,52
14483,54
14484,93
14485,5
14486,36
14487,36
14488,61
14489,83
14490,83
14491,36
14492,54
14493,36
14494,71
14495,7
14496,31
14497,0
14498,3
14499,51
14500,54
14501,81
14502,15
14503,40
14504,62
14505,5
14506,79
14507,71
14508,14
14509,63
14510,35
14511,16
14512,31
14513,62
14514,61
14515,16
14516,20
14517,59
14518,71
14519,15
14520,12
14521,64
14522,84
14523,35
14524,7
14525,92
14526,13
14527,6
14528,14
14529,63
14530,45
14531,82
14532,23
14533,82
14534,27
14535,80
14536,47
14537,35
14538,56
14539,83
14540,57
14541,8
14542,45
14543,19
14544,35
14545,64
14546,5
14547,91
14548,62
14549,8
14550,54
14551,91
14552,40
14553,54
14554,33
14555,16
14556,8
14557,84
14558,47
14559,8
14560,54
14561,36
14562,36
14563,54
14564,92
14565,23
14566,67
14567,49
14568,35
14569,8
14570,54
14571,40
14572,71
14573,11
14574,36
14575,50
14576,83
14577,10
14578,40
14579,82
14580,81
14581,54
14582,63
14583,81
14584,51
14585,93
14586,98
14587,68
14588,37
14589,35
14590,35
14591,40
14592,56
14593,1
14594,99
14595,57
14596,34
14597,90
14598,11
14599,64
14600,57
14601,20
14602,62
14603,16
14604,71
14605,53
14606,48
14607,32
14608,91
14609,75
14610,1
14611,75
14612,79
14613,35
14614,45
14615,3
14616,67
14617,11
14618,3
14619,77
14620,98
14621,20
14622,40
14623,27
14624,91
14625,91
14626,71
14627,62
14628,20
14629,82
14630,53
14631,6
14632,3
14633,11
14634,54
14635,31
14636,81
14637,40
14638,45
14639,45
14640,1
14641,23
14642,16
14643,62
14644,8
14645,15
14646,8
14647,81
14648,77
14649,89
14650,10
14651,54
14652,7
14653,54
14654,45
14655,40
14656,74
14657,8
14658,6
14659,91
14660,6
14661,42
14662,62
14663,91
14664,4
14665,64
14666,4
14667,6
14668,91
14669,5
14670,40
14671,93
14672,12
14673,91
14674,19
14675,36
14676,3
14677,45
14678,64
14679,11
14680,61
14681,64
14682,91
14683,62
14684,37
14685,82
14686,21
14687,53
14688,74
14689,52
14690,16
14691,7
14692,19
14693,78
14694,13
14695,62
14696,53
14697,6
14698,34
14699,20
14700,71
14701,27
14702,64
14703,19
14704,71
14705,3
14706,79
14707,8
14708,93
14709,33
14710,88
14711,5
14712,19
14713,27
14714,57
14715,14
14716,20
14717,54
14718,20
14719,51
14720,54
14721,91
14722,57
14723,5
14724,54
14725,71
14726,56
14727,18
14728,23
14729,53
14730,82
14731,78
14732,49
14733,62
14734,9
14735,63
14736,2
14737,91
14738,1
14739,64
14740,64
14741,20
14742,16
14743,64
14744,74
14745,8
14746,28
14747,13
14748,0
14749,91
14750,12
14751,16
14752,32
14753,6
14754,62
14755,59
14756,60
14757,8
14758,40
14759,40
14760,40
14761,6
14762,45
14763,48
14764,48
14765,54
14766,11
14767,3
14768,3
14769,48
14770,91
14771,8
14772,56
14773,16
14774,18
14775,62
14776,38
14777,62
14778,19
14779,16
14780,4
14781,16
14782,0
14783,6
14784,16
14785,23
14786,57
14787,20
14788,77
14789,44
14790,99
14791,71
14792,22
14793,23
14794,98
14795,62
14796,93
14797,63
14798,56
14799,16
14800,45
14801,75
14802,12
14803,10
14804,18
14805,62
14806,19
14807,54
14808,62
14809,32
14810,3
14811,49
14812,6
14813,20
14814,6
14815,3
14816,53
14817,64
14818,23
14819,54
14820,62
14821,10
14822,37
14823,82
14824,20
14825,71
14826,16
14827,74
14828,28
14829,78
14830,3
14831,54
14832,62
14833,36
14834,18
14835,19
14836,90
14837,34
14838,1
14839,45
14840,25
14841,82
14842,71
14843,16
14844,20
14845,3
14846,62
14847,48
14848,57
14849,82
14850,53
14851,91
14852,56
14853,26
14854,56
14855,25
14856,62
14857,82
14858,82
14859,6
14860,78
14861,83
14862,23
14863,54
14864,20
14865,52
14866,34
14867,98
14868,15
14869,20
14870,11
14871,82
14872,64
14873,13
14874,64
14875,91
14876,48
14877,75
14878,17
14879,19
14880,93
14881,84
14882,81
14883,67
14884,57
14885,42
14886,16
14887,82
14888,40
14889,0
14890,70
14891,31
14892,16
14893,14
14894,52
14895,14
14896,19
14897,68
14898,82
14899,20
14900,3
14901,39
14902,74
14903,90
14904,62
14905,75
14906,91
14907,91
14908,40
14909,35
14910,12
14911,91
14912,98
14913,83
14914,8
14915,3
14916,81
14917,6
14918,54
14919,8
14920,62
14921,3
14922,20
14923,31
14924,20
14925,62
14926,62
14927,98
14928,54
14929,35
14930,61
14931,62
14932,19
14933,13
14934,52
14935,14
14936,38
14937,29
14938,54
14939,54
14940,82
14941,79
14942,54
14943,54
14944,78
14945,16
14946,81
14947,4
14948,45
14949,57
14950,20
14951,54
14952,12
14953,64
14954,31
14955,6
14956,77
14957,48
14958,1
14959,19
14960,82
14961,20
14962,27
14963,91
14964,54
14965,36
14966,48
14967,19
14968,57
14969,13
14970,42
14971,45
14972,56
14973,40
14974,4
14975,99
14976,40
14977,54
14978,40
14979,98
14980,54
14981,59
14982,20
14983,11
14984,23
14985,15
14986,54
14987,57
14988,23
14989,91
14990,54
14991,91
14992,57
14993,20
14994,27
14995,45
14996,56
14997,77
14998,54
14999,53
